Number,Company,Product,TypeName,Inches,Cpu,Gpu,OpSys,Weight_KG,Ram_GB,IPS,Full HD,Touchscreen,Four_K,HDD,SSD,Flash_Storage,Memory_GB,Price_RM,Price-Filter,ResolutionSize,Cpu2,ScoreCPU$ï..Score,Processor_base,ScorePB$ï..Score,Total_CPU_Score,Simple.Media.Editing,Heavy.Pro.Media.Editing..3D.Design.etc.,Developer,Casual.Gaming,Heavy.Gaming,Documents,Heavy.Book.Keeping,Web.Browsing,V2,Purpose.Filter,Time.Filter,ScreenSize.Filter,OS.Filter
267,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,No OS,2.2,4,0,0,0,0,1,0,0,1,1597,RM 1500-2500,1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
208,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics,Linux,2.2,4,0,0,0,0,1,0,0,500,1607,RM 1500-2500,1366x768,Intel Pentium Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
247,Lenovo,N42-20 Chromebook,Notebook,14,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,Chrome OS,1.5,4,0,0,0,0,0,0,1,16,1612,RM 1500-2500,1366x768,Intel Celeron Quad Core N3160 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Chrome
249,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,Intel Celeron Quad Core N3710 1.6GHz,Intel HD Graphics 405,No OS,2.2,8,0,0,0,0,1,0,0,1,1632,RM 1500-2500,1366x768,Intel Celeron Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
292,Acer,Aspire 1,Notebook,14,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,Windows 10,1.6,4,0,1,0,0,0,0,1,32,1632,RM 1500-2500,1920x1080,Intel Celeron Quad Core N3450 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
71,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD E-Series 9000e 1.5GHz,AMD Radeon R2,Windows 10,2.1,4,0,0,0,0,1,0,0,500,1637,RM 1500-2500,1366x768,AMD E-Series 9000e ,2,1.5GHz,1,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
229,Acer,Chromebook 14,Notebook,14,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,1.68,2,0,0,0,0,0,0,1,32,1637,RM 1500-2500,1366x768,Intel Celeron Dual Core N3060 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Chrome
295,Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 2GHz,Intel HD Graphics 500,Windows 10,2.1,4,0,0,0,0,1,0,0,500,1652,RM 1500-2500,1366x768,Intel Celeron Dual Core N3350 ,3,2GHz,4,4.5,0,1,1,0,1,0,1,0,7,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
287,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,2,4,0,0,0,0,1,0,0,1,1681,RM 1500-2500,1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
334,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,No OS,1.9,4,0,0,0,0,1,0,0,1,1681,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2.0GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Medium (14 -16.9),Windows
272,Asus,VivoBook E201NA,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10 S,1.2,4,0,0,0,0,0,0,1,64,1686,RM 1500-2500,1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Windows 10
260,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,2,4,0,1,0,0,1,0,0,1,1706,RM 1500-2500,1920x1080,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
301,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,2.2,4,0,1,0,0,1,0,0,500,1706,RM 1500-2500,1920x1080,Intel Pentium Quad Core N4200 ,1,1.1GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Occasionally(Few time per week),Medium (14 -16.9),Windows
472,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,No OS,1.86,4,0,1,0,0,1,0,0,500,1711,RM 1500-2500,1920x1080,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
510,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,No OS,1.86,4,0,0,0,0,1,0,0,1,1716,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
224,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Windows 10,2.1,4,0,0,0,0,1,0,0,500,1721,RM 1500-2500,1366x768,Intel Celeron Dual Core N3060 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
261,Acer,Aspire A315-31,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,2.1,4,0,0,0,0,1,0,0,1,1726,RM 1500-2500,1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
284,Asus,VivoBook L402NA,Notebook,14.1,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,1.65,4,0,0,0,0,0,0,1,32,1726,RM 1500-2500,1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
74,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,AMD E-Series E2-9000e 1.5GHz,AMD Radeon R2,Windows 10,2.1,4,0,1,0,0,1,0,0,500,1731,RM 1500-2500,1920x1080,AMD E-Series E2-9000e ,2,1.5GHz,1,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
75,Asus,VivoBook X540YA-XX519T,Notebook,15.6,AMD E-Series 7110 1.8GHz,AMD Radeon R2 Graphics,Windows 10,2,4,0,0,0,0,1,0,0,500,1731,RM 1500-2500,1366x768,AMD E-Series 7110 ,2,1.8GHz,2,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
78,Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series E2-9000 2.2GHz,AMD Radeon R2 Graphics,Windows 10,2.2,4,0,0,0,0,0,1,0,128,1731,RM 1500-2500,1366x768,AMD E-Series E2-9000 ,2,2.2GHz,2,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
236,Acer,Chromebook 14,Notebook,14,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,1.68,4,0,0,0,0,0,0,1,32,1731,RM 1500-2500,1366x768,Intel Celeron Dual Core N3060 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Chrome
255,Acer,Swift SF114-31-P5HY,Notebook,14,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,Windows 10,1.6,4,0,0,0,0,0,0,1,128,1731,RM 1500-2500,1366x768,Intel Pentium Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
294,Acer,Spin SP111-31,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 2.0GHz,Intel HD Graphics 500,Windows 10,1.25,4,1,1,1,0,0,0,1,32,1731,RM 1500-2500,1920x1080,Intel Celeron Dual Core N3350 ,3,2.0GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Windows
300,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,2.2,4,0,1,0,0,0,1,0,128,1731,RM 1500-2500,1920x1080,Intel Pentium Quad Core N4200 ,1,1.1GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Occasionally(Few time per week),Medium (14 -16.9),Windows
481,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,No OS,2.1,4,0,1,0,0,1,0,0,500,1731,RM 1500-2500,1920x1080,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
232,Acer,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,1.35,4,1,0,0,0,0,0,1,32,1761,RM 1500-2500, 1366x768,Intel Celeron Dual Core N3060 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Chrome
189,Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,Chrome OS,2.2,4,1,1,0,0,0,0,1,16,1781,RM 1500-2500,1920x1080,Intel Celeron Dual Core 3205U ,3,1.5GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Chrome
330,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Linux,2.25,4,0,0,0,0,1,0,0,1,1781,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2.0GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
299,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,No OS,2.2,4,0,0,0,0,1,0,0,1,1786,RM 1500-2500,1366x768,Intel Pentium Quad Core N4200 ,1,1.1GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Occasionally(Few time per week),Medium (14 -16.9),Windows
336,Acer,Aspire ES1-572,Notebook,15.6,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Linux,2.4,4,0,0,0,0,1,0,0,500,1795,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2.0GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
298,Acer,Aspire 3,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,2.1,4,0,0,0,0,1,0,0,1,1803,RM 1500-2500,1366x768,Intel Pentium Quad Core N4200 ,1,1.1GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Occasionally(Few time per week),Medium (14 -16.9),Windows
501,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,No OS,1.86,4,0,0,0,0,1,0,0,500,1810,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
724,Acer,Aspire 3,Notebook,15.6,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,Linux,2.1,4,0,0,0,0,1,0,0,1,1820,RM 1500-2500,1366x768,Intel Core i3 7130U ,1,2.7GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
141,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,No OS,1.9,4,0,0,0,0,1,0,0,1,1825,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
84,HP,255 G6,Notebook,15.6,AMD A6-Series 9220 2.5GHz,AMD Radeon R4 Graphics,Windows 10,1.86,4,0,0,0,0,0,1,0,256,1830,RM 1500-2500,1366x768,AMD A6-Series 9220 ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
193,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,4,0,0,0,0,1,0,0,500,1830,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
196,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,4,0,0,0,0,1,0,0,500,1830,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
199,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,4,0,0,0,0,1,0,0,500,1830,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
202,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,4,0,0,0,0,1,0,0,500,1830,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
207,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics,Windows 10,2.2,4,0,0,0,0,1,0,0,500,1830,RM 1500-2500,1366x768,Intel Pentium Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
290,Mediacom,SmartBook Edge,Notebook,13.3,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,Windows 10,1.2,4,1,1,0,0,0,1,0,32,1830,RM 1500-2500,1920x1080,Intel Celeron Quad Core N3450 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
474,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,No OS,2.2,4,0,0,0,0,0,1,0,128,1830,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
266,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,1.5,4,0,0,1,0,0,0,1,32,1860,RM 1500-2500, 1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Windows
311,Acer,Chromebook 14,Notebook,14,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,Chrome OS,1.45,4,0,0,0,0,0,0,1,32,1860,RM 1500-2500,1366x768,Intel Celeron Dual Core 3855U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Chrome
79,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A4-Series 7210 2.2GHz,AMD Radeon R3,Windows 10,2.8,4,0,0,0,0,1,0,0,500,1880,RM 1500-2500,1600x900,AMD A4-Series 7210 ,2,2.2GHz,2,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Large(17 & above),Windows
194,Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,2,0,0,0,0,1,0,0,500,1880,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
197,Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,2,0,0,0,0,1,0,0,500,1880,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
200,Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,2.2,2,0,0,0,0,1,0,0,500,1880,RM 1500-2500,1366x768,Intel Celeron Dual Core N3050 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
246,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,Chrome OS,1.25,4,1,0,1,0,0,0,1,32,1880,RM 1500-2500, 1366x768,Intel Celeron Quad Core N3160 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Chrome
308,Acer,Aspire ES1-533,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,2.4,4,0,0,0,0,1,0,0,500,1885,RM 1500-2500,1366x768,Intel Pentium Quad Core N4200 ,1,1.1GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Occasionally(Few time per week),Medium (14 -16.9),Windows
543,Acer,Aspire 3,Notebook,15.6,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,2.4,4,0,0,0,0,1,0,0,1,1905,RM 1500-2500,1366x768,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
231,HP,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,1.23,4,0,0,0,0,0,0,1,16,1910,RM 1500-2500,1366x768,Intel Celeron Dual Core N3060 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Chrome
91,Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,Windows 10,2.4,4,0,0,0,0,1,0,0,500,1920,RM 1500-2500,1366x768,AMD A8-Series 7410 ,2,2.2GHz,2,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
237,Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,1.25,4,1,0,1,0,0,0,1,32,1929,RM 1500-2500, 1366x768,Intel Celeron Dual Core N3060 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Chrome
251,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,Windows 10,2.04,8,0,0,0,0,1,0,0,2,1929,RM 1500-2500,1366x768,Intel Pentium Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
254,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,Windows 10,1.94,8,0,0,0,0,1,0,0,2,1929,RM 1500-2500,1366x768,Intel Pentium Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
291,Mediacom,SmartBook Edge,Notebook,14,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,Windows 10,1.45,4,1,1,0,0,0,1,0,32,1929,RM 1500-2500,1920x1080,Intel Celeron Quad Core N3450 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
477,Acer,Aspire E5-475,Notebook,14,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,Windows 10,2.1,8,0,0,0,0,1,0,0,1,1929,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Small (12.1-14.0 inch),Windows
816,Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 620,Linux,2,4,0,1,0,0,1,0,0,1,1929,RM 1500-2500,1920x1080,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
482,Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,Linux,2.1,4,0,0,0,0,1,0,0,1,1934,RM 1500-2500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
205,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,Intel HD Graphics,Linux,2.2,4,0,0,0,0,1,0,0,500,1952,RM 1500-2500,1366x768,Intel Pentium Quad Core N3700 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
576,HP,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,No OS,1.86,4,0,0,0,0,1,0,0,500,1954,RM 1500-2500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
93,Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 3GHz,AMD Radeon R5,Windows 10,2.1,4,0,0,0,0,1,0,0,1,1959,RM 1500-2500,1366x768,AMD A9-Series 9420 ,1,3GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
496,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,Windows 10,1.86,4,0,1,0,0,1,0,0,500,1969,RM 1500-2500,1920x1080,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
81,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD A6-Series 9220 2.5GHz,AMD Radeon R4,Windows 10,2.1,4,0,1,0,0,1,0,0,1,1974,RM 1500-2500,1920x1080,AMD A6-Series 9220 ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
403,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,No OS,2.1,4,0,0,0,0,1,0,0,500,1974,RM 1500-2500,1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
83,HP,255 G6,Notebook,15.6,AMD A6-Series 9220 2.5GHz,AMD Radeon R4 Graphics,Windows 10,1.86,4,0,1,0,0,0,1,0,256,1977,RM 1500-2500,1920x1080,AMD A6-Series 9220 ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
253,HP,250 G6,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,Windows 10,1.86,4,0,1,0,0,0,1,0,256,1979,RM 1500-2500,1920x1080,Intel Pentium Quad Core N3710 ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
305,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Linux,2,4,0,0,0,0,1,0,0,1,1979,RM 1500-2500,1366x768,Intel Pentium Quad Core N4200 ,1,1.1GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Most of the time (Daily),Medium (14 -16.9),Windows
549,Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,2.37,4,0,0,0,0,1,0,0,1,1979,RM 1500-2500,1366x768,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
